Row,Keteleeria,Agathis,Nageia,Sciadopitys,Cephalotaxus,Cunninghamia
1902,1,0,1,0,0,1
1903,1,0,1,0,0,0
1904,1,0,0,0,0,0
1905,0,0,1,0,0,0
1906,1,0,0,0,1,0
1907,1,0,0,0,0,0
1908,0,0,0,1,1,1
1909,0,0,0,0,1,1
1910,0,0,1,0,0,0
1911,1,0,1,0,0,0
1912,1,0,0,0,0,0
1913,1,1,1,1,0,0
1914,0,0,1,0,0,0
1915,1,0,0,0,0,0
1916,0,0,1,0,0,0
1917,0,0,0,1,0,1
1918,1,0,0,0,1,1
1919,0,0,0,0,1,0
1920,1,0,0,0,0,0
1921,1,1,0,0,0,0
1922,0,1,0,1,1,1
1923,0,0,1,0,1,1
1924,1,1,0,1,1,1
1925,0,0,0,0,1,1
1926,1,0,0,0,0,1
1927,0,0,0,0,0,1
1928,0,0,1,0,0,0
1929,0,0,1,0,0,0
1930,0,0,1,0,0,0
1931,0,1,0,1,1,1
1932,0,1,0,0,0,0
1933,0,0,1,0,0,0
1934,1,1,1,1,1,1
1935,1,1,1,1,1,1
1936,0,1,1,0,0,0
1937,1,0,0,0,1,1
1938,1,1,1,0,1,1
1939,0,1,0,0,0,0
1940,0,0,0,0,1,1
1941,1,1,1,1,1,1
1942,1,1,1,1,1,1
1943,1,0,0,0,0,0
1944,0,1,1,0,1,1
1945,0,1,0,1,1,1
1946,1,1,1,1,1,1
1947,0,1,1,1,1,1
1948,1,1,0,0,1,1
1949,1,1,1,1,1,1
1950,1,1,1,1,1,1
1951,1,1,1,1,1,1
1952,1,1,1,1,1,1
1953,1,1,1,1,1,1
1954,0,0,0,1,1,1
1955,1,1,1,0,0,0
1956,0,1,1,0,0,0
1957,0,1,1,1,1,1
1958,0,0,0,0,1,0
1959,0,0,0,0,1,1
1960,0,0,0,1,1,0
1961,0,1,1,1,1,0
1962,1,0,0,0,0,1
1963,1,0,0,0,0,1
1964,1,1,0,1,1,1
1965,0,0,0,1,1,1
1966,0,0,1,0,0,0
1967,1,1,1,1,1,1
1968,0,0,1,1,1,1
1969,0,0,1,0,1,0
1970,1,1,1,0,1,0
1971,1,1,1,1,1,0
1972,1,1,0,1,1,1
1973,1,0,0,0,0,0
1974,1,1,1,1,1,1
1975,1,1,0,1,1,1
1976,0,0,1,0,0,0
1977,1,1,0,1,0,1
1978,0,0,1,0,0,1
1979,1,0,0,1,0,1
1980,0,0,0,1,0,0
1981,0,0,1,0,0,0
1982,1,0,0,0,0,0
1983,0,0,1,0,0,0
1984,0,0,1,0,0,0
1985,1,0,1,0,0,0
1986,0,1,0,0,1,0
1987,1,1,0,0,0,0
1988,1,1,1,1,1,1
1989,1,1,0,1,1,1
1990,1,0,0,0,0,0
1991,1,0,0,0,0,0
1992,1,0,0,0,0,0
1993,1,0,0,0,0,0
1994,1,0,0,0,0,0
1995,1,0,0,1,0,0
1996,1,0,0,0,0,0
1997,1,0,0,0,0,0
1998,1,1,0,1,1,1
1999,1,0,0,0,0,0
2000,1,0,1,1,1,1
2001,0,0,0,0,0,1
2002,1,0,1,1,0,1
2003,1,1,0,0,0,1
2004,1,0,0,0,0,0
2005,1,0,0,0,0,0
2006,0,1,0,0,0,0
2007,1,0,0,0,0,0
2008,1,0,0,0,1,1
2009,0,0,0,0,0,1
2010,0,0,0,0,1,1
2011,0,1,1,0,1,0
2012,1,0,0,0,0,0
2013,1,0,0,0,0,0
2014,0,0,0,0,0,1
2015,0,1,0,0,0,0
2016,1,0,0,0,0,0
2017,0,0,0,0,1,1
2018,0,0,0,1,0,0
2019,1,0,0,0,0,0
2020,1,0,0,0,0,0
2021,1,0,0,0,0,0
2022,0,0,0,0,1,1
2023,1,0,1,1,0,0
2024,1,0,0,0,0,0
2025,0,0,0,1,0,0
2026,0,0,0,0,1,0
2027,0,0,0,0,1,1
2028,1,0,0,0,0,0
2029,1,0,0,0,0,0
2030,1,0,0,0,0,0
2031,1,0,0,0,0,0
2032,1,0,0,0,0,0
2033,1,0,0,0,0,0
2034,1,0,0,0,0,0
2035,0,0,0,0,0,1
2036,0,0,0,0,1,1
2037,1,0,0,0,0,0
2038,1,0,0,0,0,0
2039,1,0,1,1,1,1
2040,1,0,0,0,0,1
2041,1,0,0,0,0,1
2042,0,0,1,0,0,0
2043,0,0,0,0,0,1
2044,1,0,0,0,0,0
2045,1,0,0,1,0,0
2046,0,1,0,0,0,0
2047,1,0,0,0,0,0
2048,1,0,0,0,0,0
2049,1,0,0,0,0,0
2050,1,0,0,0,0,0
2051,0,0,0,1,1,1
2052,0,0,0,1,0,0
2053,1,1,1,0,0,0
2054,0,0,1,0,0,0
2055,1,0,1,1,1,1
2056,1,0,0,0,0,1
2057,1,0,0,0,0,0
2058,1,0,1,0,0,0
2059,1,0,0,1,1,1
2060,0,0,0,0,0,1
2061,1,0,1,0,0,1
2062,0,1,0,0,0,0
2063,1,0,0,0,0,0
2064,0,1,0,0,0,0
2065,0,0,0,0,1,1
2066,1,0,0,0,0,0
2067,0,0,1,0,0,0
2068,0,0,0,0,1,1
2069,0,0,0,0,1,0
2070,1,0,0,0,0,0
2071,0,0,0,0,1,1
2072,1,0,0,0,0,0
2073,1,0,1,0,0,0
2074,0,1,1,1,0,0
2075,1,0,0,0,0,0
2076,1,0,0,1,0,0
2077,1,0,1,1,1,1
2078,1,0,1,0,1,1
2079,1,1,0,1,1,1
2080,0,0,0,0,0,1
2081,0,0,0,0,0,1
2082,0,0,1,0,0,0
2083,1,0,0,0,1,1
2084,0,0,0,0,0,1
2085,1,0,0,0,0,0
2086,0,0,0,0,0,1
2087,1,0,0,0,0,0
2088,0,0,0,0,0,1
2089,1,0,0,0,0,0
2090,1,0,1,0,1,1
2091,0,1,1,1,1,1
2092,0,0,1,0,0,0
2093,1,0,0,0,0,0
2094,1,0,0,0,0,0
2095,0,0,0,0,0,1
2096,1,0,0,0,0,0
2097,1,0,0,0,0,0
2098,0,0,1,0,0,0
2099,1,0,0,0,0,0
2100,1,0,0,0,0,0
2101,1,0,0,0,0,0
2102,0,0,0,0,0,1
2103,1,0,1,1,0,0
2104,1,0,0,0,0,0
2105,1,0,0,0,1,0
2106,1,0,0,0,0,0
2107,0,0,0,0,0,1
2108,0,0,0,0,0,1
2109,1,0,1,0,0,0
2110,1,0,0,0,0,0
2111,0,0,1,0,0,0
2112,0,1,0,0,0,0
2113,1,0,0,0,0,0
2114,0,0,0,0,1,0
2115,1,0,1,0,0,1
2116,1,1,1,1,1,1
2117,1,1,1,1,1,1
2118,1,1,1,1,1,1
2119,1,0,0,1,1,1
2120,1,1,1,1,0,1
2121,0,0,1,0,0,0
2122,1,0,0,0,0,0
2123,1,0,0,0,0,0
2124,0,0,1,0,0,0
2125,1,0,1,0,0,1
2126,1,0,0,1,0,0
2127,1,0,1,1,1,1
2128,1,0,0,0,0,0
2129,1,1,1,0,1,1
2130,1,1,1,1,1,1
2131,1,0,0,1,1,1
2132,1,0,0,0,0,0
2133,1,0,0,0,1,1
2134,0,0,1,0,0,0
2135,0,1,0,1,1,1
2136,0,0,0,0,0,1
2137,1,0,0,0,0,0
2138,0,0,0,0,1,1
2139,1,0,0,0,1,1
2140,0,0,1,0,0,0
2141,1,0,1,0,1,1
2142,1,0,0,0,0,0
2143,0,0,0,1,0,0
2144,1,1,0,0,0,0
2145,0,0,0,1,0,0
2146,0,0,1,1,1,1
2147,0,0,0,1,0,0
2148,1,0,0,0,1,1
2149,0,0,1,0,0,0
2150,1,1,0,1,1,1
2151,0,0,1,1,0,0
2152,1,0,0,0,0,0
2153,0,1,0,1,1,1
2154,0,1,1,1,1,1
2155,0,0,0,0,0,1
2156,0,0,1,0,0,0
2157,0,0,1,0,0,0
2158,0,0,0,0,0,1
2159,1,0,0,0,0,0
2160,0,0,1,0,0,0
2161,1,0,0,0,0,0
2162,0,0,1,0,0,0
2163,0,0,0,0,1,0
2164,1,0,0,0,0,0
2165,0,0,0,0,0,1
2166,0,0,0,0,0,1
2167,0,0,1,0,0,0
2168,1,0,0,0,0,0
2169,0,0,0,0,0,1
2170,0,0,1,1,0,0
2171,1,0,0,0,1,1
2172,1,0,0,0,1,1
2173,1,0,0,0,0,0
2174,1,0,1,1,1,1
2175,1,0,0,0,0,0
2176,1,0,0,0,0,1
2177,0,0,0,1,0,0
2178,1,0,0,0,0,0
2179,0,0,0,0,0,1
2180,0,0,0,0,0,1
2181,1,0,0,1,0,1
2182,1,0,0,0,0,1
2183,1,1,0,1,1,1
2184,1,0,0,0,0,0
2185,0,0,0,0,0,1
2186,0,0,1,0,0,0
2187,1,0,0,1,1,0
2188,0,0,0,0,0,1
2189,0,0,0,1,0,0
2190,1,0,0,0,0,0
2191,0,1,0,0,0,0
2192,0,1,0,0,0,0
2193,0,0,0,0,1,0
2194,0,1,0,0,0,0
2195,1,1,0,1,1,1
2196,0,1,1,0,0,0
2197,0,0,1,0,0,0
2198,0,0,0,1,1,1
2199,0,0,0,1,0,0
2200,0,1,0,1,0,0
2201,1,0,0,0,1,1
2202,0,1,0,0,0,0
2203,0,0,1,0,0,0
2204,1,0,0,0,0,0
2205,0,1,0,0,1,1
2206,0,0,1,1,1,1
2207,0,0,0,1,1,1
2208,0,0,0,0,1,1
2209,0,1,0,0,0,0
2210,0,0,0,1,1,1
2211,0,0,0,0,1,1
